,ope,con,ext,agr,neu,item_level,blocks,gender,birthday,age,relationship_status,interested_in,mf_relationship,mf_dating,mf_random,mf_friendship,mf_whatever,mf_networking,locale,network_size,timezone
417,4.2,2.65,4.15,3.25,3.05,1,100,male,28/02/1993,19,2,2,NA,NA,NA,NA,NA,NA,en_US,11,-4
418,4.4,3.15,2.95,3.4,3.05,1,100,female,06/12/1992,20,1,1,NA,NA,NA,NA,NA,NA,en_PI,86,-4
419,4.45,1.8,2.9,2.3,4,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
420,4.75,3,3.5,2.5,2.5,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
421,2.8,4,2.75,2.85,2.2,1,100,male,18/07/1991,21,1,2,NA,NA,NA,NA,NA,NA,en_US,282,-5
422,3.75,3.5,2,1,2.5,1,20,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
423,3.5,3.3,3.4,4,2.8,1,50,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
424,4.75,2,4,4.25,3.25,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,sv_SE,NA,NA
425,4.3,3.65,4,4.35,2.15,1,100,female,14/10/1994,18,NA,NA,NA,NA,NA,NA,NA,NA,en_US,101,-6
426,3.13,3.63,2.94,3.63,2.2,1,80,male,09/03/1986,26,2,2,NA,NA,NA,NA,NA,NA,en_US,33,-6
427,4.95,2.75,3.22,3.9,4.15,1,100,male,06/06/1982,30,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,168,-7
428,4,2.5,4.5,4.25,3.25,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
429,4.35,3.65,4,4.21,2.45,1,100,female,26/07/1991,21,1,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,13
430,4.55,3.1,3.5,2.75,3.15,1,100,female,02/11/1990,22,1,NA,NA,NA,NA,NA,NA,NA,en_US,421,-5
431,4,2.6,2.95,2.85,3.95,1,100,male,,NA,1,2,NA,NA,NA,NA,NA,NA,,27,-5
432,4.6,3.9,3.1,2.6,3.45,1,100,male,,NA,1,2,NA,NA,NA,NA,NA,NA,en_US,397,-4
433,3.75,3.17,3.67,4.17,1.92,1,60,female,11/06/1994,18,5,NA,NA,NA,NA,NA,NA,NA,en_US,114,-7
434,3.55,3.4,3.45,3.3,4.1,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
435,4.35,3.55,3.2,3.95,3.1,1,336,female,,NA,2,1,NA,NA,NA,NA,NA,NA,en_US,62,-6
436,5,4.75,2.75,4,3,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
437,2.6,2.95,1.65,3.55,3.2,1,100,male,29/09/1990,22,1,NA,NA,NA,NA,NA,NA,NA,en_US,26,-7
438,4.65,2.8,3.35,3.45,3.1,1,100,female,13/07/1981,31,6,1,NA,NA,NA,NA,NA,NA,en_US,221,6
439,4.25,3.8,3.35,2.8,3.1,1,100,female,22/03/1992,20,2,NA,NA,NA,NA,NA,NA,NA,en_IN,100,11
440,3.65,2.65,3,2.67,3.7,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
441,3.2,2.95,4.45,4,1.65,1,336,female,07/04/1971,41,3,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
442,3.85,3.1,2.25,2.45,3.65,1,100,male,15/04/1991,21,NA,2,NA,NA,NA,NA,NA,NA,en_GB,3,2
443,4.95,3.6,3.5,3.9,2.35,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,27,-4
444,3.8,2.3,3.05,2.25,4.15,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,pt_PT,3,2
445,3.63,2.63,4.45,2.55,2.55,1,100,male,,NA,1,2,NA,NA,NA,NA,NA,NA,en_US,108,-7
446,3.6,2.65,2.45,3.45,3.9,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
447,4.15,3.45,4.05,2.9,4,1,100,female,28/10/1985,27,4,NA,NA,NA,NA,NA,NA,NA,en_GB,41,1
448,4.45,3.32,2.42,3.72,3.22,1,100,female,,NA,2,1,NA,NA,NA,NA,NA,NA,en_US,25,-6
449,3.75,4.25,4.25,4.5,2.75,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
450,3.6,3.35,2.15,3.6,3.75,1,100,male,,NA,1,2,NA,NA,NA,NA,NA,NA,en_US,77,-4
451,4.5,3.25,3,2.75,2.75,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
452,4.55,4.75,4,2.3,1.25,1,336,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,-7
453,4.45,3.5,2.45,2.2,3.9,1,100,male,19/09/1992,20,1,NA,NA,NA,NA,NA,NA,NA,en_US,68,-6
454,3.5,4,3.67,3.17,3.33,1,30,female,,NA,3,3,NA,NA,NA,NA,NA,NA,en_US,256,-6
455,4.32,3.45,4.25,4.11,1.85,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
456,4.84,1.95,3.7,3.65,3.7,1,336,female,12/12/1988,24,3,NA,NA,NA,NA,NA,NA,NA,en_GB,119,-6
457,3.9,3.6,3.75,3.8,2.8,1,100,female,19/08/1995,17,1,1,NA,NA,NA,NA,NA,NA,en_US,168,-8
458,3.9,3.6,3.75,3.8,2.8,1,100,female,19/08/1995,17,1,1,NA,NA,NA,NA,NA,NA,en_US,168,-8
459,4.55,3.8,2.9,3.65,4.1,1,100,female,15/03/1993,19,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,179,-5
460,2.75,3.33,3.5,4,3,1,20,female,04/07/1984,28,1,1,NA,NA,NA,NA,NA,NA,en_US,20,-7
461,4.9,4.1,3.4,3.8,2.85,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,127,-8
462,3.5,3.5,4,3.75,3,1,20,female,03/03/1995,17,1,NA,NA,NA,NA,NA,NA,NA,en_US,39,-8
463,3.25,4.75,4,4,1.75,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
464,4.6,4.65,3.47,4.6,2.25,1,100,female,12/10/1990,22,1,1,NA,NA,NA,NA,NA,NA,en_US,1,-4
465,4.5,3.75,4,4,3,1,20,male,11/12/1991,21,1,NA,NA,NA,NA,NA,NA,NA,en_US,565,-5
466,4.25,2.5,3.25,2,4.25,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
467,4,3.7,4.16,3.8,2.7,1,100,female,,NA,1,NA,NA,NA,NA,NA,NA,NA,,719,-4
468,4.05,2.79,3.35,3.8,2.1,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,90,-5
469,3.7,3.8,3.21,4.1,3.35,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_PI,NA,NA
470,4.3,3.6,2.15,3.7,1.16,1,100,male,08/07/1993,19,NA,2,NA,NA,NA,NA,NA,NA,en_GB,3,-5
471,4.45,2.25,3.6,3.55,2.58,1,100,male,24/01/1993,19,1,2,NA,NA,NA,NA,NA,NA,en_GB,196,-4
472,4.5,3.5,1.5,2.25,3.25,1,20,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
473,4.15,2.2,2.25,3.3,3.3,1,100,female,02/03/1991,21,1,1,NA,NA,NA,1,NA,NA,en_GB,121,11
474,4.8,3.5,4.55,3.8,2.1,1,336,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
475,4.4,3.83,2.33,2.5,1.33,1,30,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
476,4.5,2.4,2.55,2.05,3.9,1,100,female,25/03/1983,29,6,3,NA,NA,NA,NA,NA,NA,en_GB,58,-7
477,4.1,3.9,3.9,3.95,1.6,1,100,female,17/08/1990,22,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,136,10
478,4.6,5,1.75,3.65,1,1,336,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,8,7
479,4,4.6,4.5,4.1,1.55,1,100,male,,NA,1,NA,NA,NA,NA,NA,NA,NA,en_US,108,-5
480,3.8,3.1,1.5,4.25,4.15,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
481,4.65,1.9,2.3,3.75,2.3,1,100,female,,NA,1,2,NA,NA,NA,NA,NA,NA,en_US,81,-5
482,2.95,4.05,3.72,2.9,2.95,1,100,male,08/08/1986,26,3,NA,NA,NA,NA,NA,NA,NA,en_US,137,-6
483,4.15,3.7,2.3,3.5,1.95,1,100,male,10/10/1991,21,1,NA,NA,NA,NA,NA,NA,NA,en_US,43,-4
484,4.45,2.21,4.45,3.05,3.4,1,100,female,,NA,4,3,NA,NA,NA,NA,NA,NA,en_US,238,-5
485,4.6,3.1,2.28,4.11,2.3,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
486,3.95,3.4,2.95,3.9,2.4,1,100,female,25/04/1993,19,1,NA,NA,NA,NA,NA,NA,NA,en_US,135,-5
487,4.75,3.25,2.5,3,2.25,1,20,male,29/06/1978,34,3,NA,NA,NA,NA,NA,NA,NA,en_US,8,-5
488,4.3,3.2,3.8,3.8,2.5,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-5
489,4.5,3,3.1,3.2,2.55,1,100,female,22/02/1997,15,3,NA,NA,NA,NA,NA,NA,NA,en_PI,443,8
490,3.85,3.15,3.05,3.75,2.85,1,336,male,,NA,1,2,NA,NA,NA,NA,NA,NA,en_US,98,-8
491,4,2.85,3.4,3.95,2.5,1,100,female,27/02/1980,32,1,NA,NA,NA,NA,NA,NA,NA,en_GB,62,1
492,3.9,1.95,2.35,3.7,3.1,1,336,female,,NA,2,NA,NA,NA,NA,NA,NA,NA,en_US,183,-4
493,4.5,2.25,2,3,3.75,1,20,female,,NA,2,NA,NA,NA,NA,NA,NA,NA,en_US,183,-7
494,4,5,2.25,3.25,2.25,1,20,female,26/10/1967,45,3,NA,NA,NA,NA,NA,NA,NA,en_US,77,-5
495,4.3,3.75,3.45,2.8,3.95,1,100,female,07/09/1984,28,3,NA,NA,NA,NA,NA,NA,NA,en_US,38,-8
496,4.8,3.2,4.25,3.45,2.55,1,336,female,05/11/1991,21,2,NA,NA,NA,NA,NA,NA,NA,en_PI,150,-7
497,4,1.5,4,3.75,2,1,20,female,29/12/1972,40,2,NA,NA,NA,NA,NA,NA,NA,en_US,160,-5
498,3.79,4.05,3.1,3.45,3.8,1,100,female,,NA,2,1,NA,NA,NA,NA,NA,NA,en_GB,85,1
499,2.75,4.25,3,4.5,2.25,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
500,4.65,2.75,2.1,3.15,4,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
501,4.3,3.95,4.05,4.15,2.15,1,100,female,19/04/1982,30,1,1,NA,NA,NA,NA,NA,NA,en_US,6,-5
502,4.79,2.6,2.7,3.8,2.55,1,100,female,18/01/1991,21,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,-6
503,2.8,2.1,2.4,3.5,4.2,1,100,male,01/10/1992,20,1,2,NA,NA,NA,NA,NA,NA,en_US,99,-8
504,4.45,1.35,2.85,2.45,3.15,1,100,female,,NA,3,1,NA,NA,NA,NA,NA,NA,en_GB,299,1
505,3.5,2.5,3,3.75,4,1,20,male,,NA,2,2,NA,NA,NA,NA,NA,NA,en_US,90,-12
506,3.75,2.9,2.85,3.5,3.35,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
507,4.2,3.25,2.85,4.05,2.65,1,100,female,05/12/1961,51,3,NA,NA,NA,NA,NA,NA,NA,en_US,18,-5
508,3.05,2.1,3,3.95,3.95,1,100,male,09/08/1977,35,1,NA,NA,NA,NA,NA,NA,NA,en_GB,242,11
509,3.85,2.9,1.9,2.75,4,1,100,female,23/12/1978,34,1,1,NA,NA,NA,NA,NA,NA,en_US,77,-5
510,3.8,3.95,3.5,1.55,1.7,1,336,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,-7
511,3.65,4.7,4.75,4.7,1.95,1,100,female,,NA,3,NA,NA,NA,NA,NA,NA,NA,en_US,7,-4
512,4.25,3.35,3.15,3.45,2.9,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,fb_LT,NA,-4
513,4.35,4.3,2.65,3.6,3.05,1,336,female,06/04/1976,36,2,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-7
514,4.75,4,2.75,3.5,3.5,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
515,4.05,4.2,4.05,4.3,2.35,1,100,female,16/01/1986,26,3,NA,NA,NA,NA,NA,NA,NA,en_US,136,-4
516,3.35,3.37,3.3,3.1,2.9,1,100,male,31/08/1995,17,1,NA,NA,NA,NA,NA,NA,NA,en_US,11,-4
517,4,3,2.65,4.2,4.1,1,100,female,30/11/1966,46,1,NA,NA,NA,NA,NA,NA,NA,en_US,253,-5
518,4.35,3.65,4.3,3.2,2.4,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
519,4.1,4.05,2.3,3.2,3.5,1,100,male,09/11/1981,31,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,2
520,4.2,3.1,4.05,2.8,2.4,1,100,female,17/05/1990,22,2,NA,NA,NA,NA,NA,NA,NA,en_GB,53,2
521,3.78,3.25,3.65,2.9,2,1,336,female,30/04/1992,20,2,1,NA,NA,NA,NA,NA,NA,en_US,104,11
522,4.1,3.4,3.25,4.1,3.2,1,100,female,17/02/1989,23,1,1,NA,NA,NA,NA,NA,NA,,77,-5
523,3.75,4.45,3.3,3.5,2.3,1,336,male,05/09/1991,21,1,2,NA,NA,NA,NA,NA,NA,en_GB,49,-4
524,3.6,3,2,3.5,3.75,1,100,female,,NA,1,NA,NA,NA,NA,1,1,NA,en_GB,5,8
525,4.65,3.75,3.4,4.3,3.47,1,100,female,05/10/1991,21,1,1,NA,NA,NA,NA,NA,NA,en_US,44,-7
526,3,2.4,3.9,3.5,2.75,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
527,4.35,3.95,4.15,4.9,2.05,1,336,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
528,3.9,3.7,2.55,3.35,2.5,1,100,male,20/03/1989,23,NA,NA,NA,NA,NA,NA,NA,NA,en_US,32,8
529,4.8,4.37,4.4,3.6,1.5,1,100,female,,NA,3,NA,NA,NA,NA,NA,NA,NA,en_US,110,0
530,4.7,2.7,2.95,3.85,3.1,1,100,female,05/08/1991,21,2,NA,NA,NA,NA,1,NA,NA,en_US,158,-4
531,4.25,4.25,4.15,3.89,2,1,100,female,09/11/1991,21,NA,NA,NA,NA,NA,NA,NA,NA,en_US,163,-4
532,3.8,4.25,4.5,3.5,3.2,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
533,3.5,3.5,3.5,4,2.25,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
534,4.85,3.47,3.8,3.79,1.6,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
535,4.3,2.95,3.55,3.4,3.55,1,100,female,17/10/1990,22,1,1,NA,NA,NA,NA,NA,NA,en_GB,193,2
536,4.63,2.75,3.85,3.55,2.4,1,336,female,21/05/1996,16,NA,NA,NA,NA,NA,NA,NA,NA,en_US,70,-5
537,4.75,3.75,4.25,3.95,3,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
538,4.75,4.35,2.55,2.9,2.4,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,201,-5
539,4.1,2,3.8,4.2,2.7,1,50,female,27/10/1969,43,1,NA,NA,NA,NA,NA,NA,NA,en_US,104,-7
540,4.7,3.8,4.2,2.55,2.25,1,100,female,04/10/1992,20,1,1,NA,NA,NA,NA,NA,NA,en_GB,66,-4
541,4.83,3,2,2.4,4.17,1,30,male,11/06/1982,30,1,NA,NA,NA,NA,NA,NA,NA,,53,10
542,4,2,2.63,3.13,3.88,1,40,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
543,3.25,4.75,2.25,4,3,1,20,female,19/07/1968,44,3,NA,NA,NA,NA,NA,NA,NA,en_US,243,-5
544,4.35,3.65,1.7,3.3,4.55,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,ja_JP,NA,NA
545,4.5,3.6,3.05,3.15,2.85,1,336,male,13/11/1907,105,5,NA,NA,NA,NA,NA,NA,NA,en_GB,181,6
546,4.5,3.25,3,2.25,3.75,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
547,3.5,4,2.5,3.75,4,1,20,female,25/08/1966,46,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,37,10
548,5,2.5,4.5,4,2.75,1,20,female,,NA,1,1,NA,NA,NA,NA,NA,NA,en_GB,363,0
549,4.6,4.1,3.65,4.7,2.75,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,de_DE,NA,-5
550,3,4.25,2.33,3.33,3.25,1,20,female,14/10/1982,30,3,NA,NA,NA,NA,NA,NA,NA,en_US,62,-4
551,3.75,4.75,4.25,2.25,2.5,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
552,4.85,4.3,2.85,2.75,2.8,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
553,2.65,3.25,1.35,3.2,3.1,1,100,female,13/09/1993,19,2,NA,NA,NA,NA,NA,NA,NA,en_US,25,-4
554,4.65,3.35,3.35,3.05,3.7,1,100,female,08/04/1991,21,2,1,NA,NA,NA,NA,NA,NA,en_US,434,-5
555,3.75,5,3.25,3.75,3,1,20,female,07/07/1989,23,2,NA,NA,NA,NA,NA,NA,NA,en_US,94,-7
556,4.65,3.7,2.65,2.7,2.55,1,100,male,30/08/1977,35,1,2,NA,NA,NA,NA,NA,NA,en_US,24,-4
557,3.75,2,3.25,3.75,2.5,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
558,4.75,4.5,4.5,4.25,2.75,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
559,3.25,3.25,1.75,3.25,3,1,20,female,12/09/1992,20,1,NA,NA,NA,NA,NA,NA,NA,en_US,292,8
560,3.95,2.6,1.8,2.85,3.25,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-5
561,3,4,1.75,4.5,2.75,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
562,4.85,2.9,2.65,3.15,3.65,1,336,male,17/01/1992,20,1,2,NA,NA,NA,NA,NA,NA,fb_LT,146,-5
563,4.6,2.35,2.65,4.2,2.25,1,100,female,24/04/1979,33,3,NA,NA,NA,NA,NA,NA,NA,en_US,28,-6
564,4.4,3.32,2.32,2.7,4.1,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
565,4.15,3.35,3.25,3.95,1.8,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
566,4.25,2.75,3.5,2.25,4,1,20,female,29/11/1992,20,5,1,NA,NA,NA,NA,NA,NA,en_US,9,-4
567,4.71,3.07,3,4.07,2.43,1,70,female,03/12/1984,28,NA,NA,NA,NA,NA,NA,NA,NA,en_US,24,8
568,4.6,2.85,2.1,2.75,2.05,1,336,female,17/06/1994,18,1,1,NA,NA,NA,NA,NA,NA,en_US,43,-7
569,4.4,3.05,3.8,3.4,2.2,1,100,male,12/05/1992,20,1,2,NA,NA,NA,NA,NA,NA,,22,-5
570,4.3,2.9,2.65,3.55,1.7,1,336,male,,NA,1,NA,NA,NA,NA,NA,NA,NA,en_GB,2,2
571,4.56,3.31,4.56,3.63,2.25,1,80,female,,NA,3,NA,NA,NA,NA,NA,NA,NA,en_GB,124,0
572,4.3,4.25,4.3,3.85,1.8,1,100,NA,09/06/1961,51,3,3,NA,NA,NA,NA,NA,NA,,51,1
573,4.45,3.9,3.45,3.25,2.5,1,100,male,28/09/1993,19,2,2,NA,NA,NA,NA,NA,NA,en_US,160,8
574,4.85,3.7,3.7,3.6,2.05,1,100,female,,NA,5,NA,NA,NA,NA,NA,NA,NA,en_US,63,-4
575,4.45,3.25,3.65,3.55,2.5,1,100,female,23/07/1984,28,2,1,NA,NA,NA,NA,NA,NA,en_US,184,-4
576,3.55,3.75,3.4,3.8,1.8,1,100,male,,NA,1,2,NA,NA,NA,NA,NA,NA,en_GB,302,-7
577,4.85,1.55,3.05,3,3.65,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
578,4.06,2.7,3.15,3.3,2.75,1,336,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
579,4.5,4.05,2.5,4.5,1.35,1,336,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
580,4.85,2.15,4.15,4.3,3,1,336,male,17/09/1991,21,1,2,NA,NA,NA,NA,NA,NA,pt_BR,26,-3
581,4.65,3.25,2.95,4.25,2.11,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
582,4.65,3.25,2.95,4.25,2.11,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
583,4.2,4.25,3.45,4.15,2.37,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,59,-5
584,3.7,3.5,2.55,3.1,3.2,1,100,male,06/05/1989,23,1,2,NA,NA,NA,NA,NA,NA,en_US,13,-4
585,3.65,3.95,2.9,4.05,2.35,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
586,4.07,4.36,4.5,4.21,2.57,1,70,female,24/06/1968,44,1,NA,NA,NA,NA,NA,NA,NA,en_US,200,-5
587,2.95,3.65,3.15,3.15,2.15,1,336,male,04/12/1992,20,1,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
588,3,4.5,3.5,4,1.75,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-5
589,4.05,2.3,3,2.3,3.3,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-4
590,3.5,3,2.55,3.75,2.2,1,100,female,20/11/1991,21,1,NA,NA,NA,NA,NA,NA,NA,en_US,132,-7
591,4.5,4.75,2.25,2.5,1.75,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-4
592,4.5,4.5,2.75,3.75,3,1,20,female,22/02/1970,42,3,NA,NA,NA,NA,NA,NA,NA,en_US,39,-7
593,4.6,4.4,3.55,3.2,2.25,1,100,male,29/01/1988,24,6,NA,NA,NA,NA,NA,NA,NA,es_LA,458,-5
594,4.6,4.4,3.55,3.2,2.25,1,100,male,29/01/1988,24,6,NA,NA,NA,NA,NA,NA,NA,es_LA,458,-5
595,4,3.25,2.25,3.5,3.25,1,20,female,21/08/1988,24,4,NA,NA,NA,NA,NA,NA,NA,en_US,75,-5
596,2.75,3.45,4.6,4.25,2.55,1,100,female,25/07/1990,22,8,NA,NA,NA,NA,NA,NA,NA,en_US,316,-5
597,3.5,4.3,4.25,4.6,1.05,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,122,-6
598,2.3,2.75,1.5,3.05,3.9,1,336,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,-5
599,3.95,3.3,3.15,2.95,4.4,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,ru_RU,43,3
600,4.05,3,3.05,3.65,2.9,1,100,female,29/09/1993,19,1,3,NA,NA,NA,NA,NA,NA,en_US,7,-4
601,3.85,3.75,2,2.55,3.84,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
602,4.65,2.75,2.2,2.7,4.15,1,336,female,01/01/1994,18,1,NA,NA,NA,NA,NA,NA,NA,en_US,35,-4
603,3.95,3.05,3.9,4.1,1.47,1,100,male,11/12/1991,21,1,NA,NA,NA,NA,NA,NA,NA,en_US,754,-4
604,4.65,4.1,3.55,4.2,2.65,1,100,female,11/04/1957,55,3,NA,NA,NA,NA,1,NA,NA,en_US,27,-7
605,3.9,3.4,2.7,3.45,4.05,1,100,female,14/11/1983,29,4,NA,NA,NA,NA,NA,NA,NA,en_US,150,2
606,4.1,4.5,3.15,4.6,2.35,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
607,4.6,2.65,3.45,2.95,3.55,1,336,female,17/06/1978,34,1,NA,NA,NA,NA,1,NA,NA,en_US,74,-4
608,4.6,2.65,3.45,2.95,3.55,1,336,female,17/06/1978,34,1,NA,NA,NA,NA,1,NA,NA,en_US,74,-4
609,3.65,3.05,3.35,2.89,3.35,1,100,female,,NA,5,1,NA,NA,NA,1,NA,NA,en_US,3,-5
610,4.3,3.05,2.05,2.9,3.4,1,100,female,07/06/1984,28,3,NA,NA,NA,NA,NA,NA,NA,en_US,141,-4
611,4.2,2.3,2.95,2.85,3.75,1,100,female,30/05/1994,18,2,NA,NA,NA,NA,NA,NA,NA,en_US,139,-7
612,4.55,3.25,4.55,4.4,2.21,1,100,male,,NA,3,2,NA,NA,NA,NA,NA,NA,en_US,178,-5
613,5,3.25,3,2,3.5,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
614,3.67,2.5,3,2.17,4.5,1,30,female,,NA,NA,1,NA,NA,NA,NA,NA,NA,en_GB,42,-5
615,3.75,1.75,1.75,3,3.75,1,20,male,16/12/1983,29,2,NA,NA,NA,NA,NA,NA,NA,en_US,39,-7
616,3.55,3.65,4.3,3.4,3.45,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
617,4.1,4.1,3.5,3.8,2,1,100,female,,NA,3,NA,NA,NA,NA,NA,NA,NA,en_GB,19,-4
618,4.85,2.9,4.3,3.15,3.15,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
619,4.45,4.15,3.7,3.3,4.2,1,100,female,26/08/1991,21,2,NA,NA,NA,NA,NA,NA,NA,en_US,234,3
620,4.75,3.45,3.8,3.6,1.7,1,100,female,16/10/1976,36,1,1,NA,NA,1,1,NA,1,en_GB,64,11
621,4.75,3.5,3.75,3.5,2.75,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
622,5,3.25,4.25,2.25,3,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
623,3.5,3.75,3.75,3,2,1,20,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
624,3,2.25,5,2.75,2.25,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
625,3.75,3.85,4.05,4.7,1.8,1,100,female,03/09/1993,19,1,NA,NA,NA,NA,NA,NA,NA,en_US,14,-6
626,4.6,2.25,4.89,4.35,1.5,1,100,male,20/02/1991,21,1,2,NA,NA,NA,NA,NA,NA,en_US,387,-8
